ProID,Info,,time,Value,
,,,0.006808,-0.024,
,,,0.006816,-0.024,
,,,0.006824,-0.024,
,,,0.006832,-0.032,
,,,0.00684,-0.016,
,,,0.006848,-0.024,
,,,0.006856,-0.016,
,,,0.006864,-0.024,
,,,0.006872,-0.032,
,,,0.00688,-0.024,
,,,0.006888,-0.024,
,,,0.006896,-0.024,
,,,0.006904,-0.024,
,,,0.006912,-0.016,
,,,0.00692,-0.024,
,,,0.006928,-0.016,
,,,0.006936,-0.024,
,,,0.006944,-0.024,
,,,0.006952,-0.024,
,,,0.00696,-0.024,
,,,0.006968,-0.024,
,,,0.006976,-0.016,
,,,0.006984,-0.016,
,,,0.006992,-0.024,
,,,0.0069999998,-0.016,
,,,0.007008,-0.016,
,,,0.007016,-0.024,
,,,0.007024,-0.016,
,,,0.007032,-0.024,
,,,0.00704,-0.016,
,,,0.007048,-0.016,
,,,0.007056,-0.024,
,,,0.007064,-0.016,
,,,0.007072,-0.024,
,,,0.00708,0.0,
,,,0.007088,-0.024,
,,,0.007096,-0.024,
,,,0.007104,-0.016,
,,,0.007112,-0.024,
,,,0.00712,-0.032,
,,,0.007128,-0.024,
,,,0.007136,-0.016,
,,,0.007144,-0.024,
,,,0.007152,-0.016,
,,,0.00716,-0.016,
,,,0.007168,-0.048,
,,,0.007176,-0.024,
,,,0.0071839998,-0.09200001,
,,,0.007192,-0.024,
,,,0.0072,-0.008,
,,,0.007208,-0.016,
,,,0.007216,-0.032,
,,,0.007224,0.024,
,,,0.007232,-0.024,
,,,0.00724,-0.024,
,,,0.007248,-0.024,
,,,0.007256,-0.024,
,,,0.007264,-0.024,
,,,0.007272,-0.016,
,,,0.00728,-0.024,
,,,0.007288,-0.016,
,,,0.007296,-0.016,
,,,0.007304,-0.024,
,,,0.007312,-0.016,
,,,0.00732,-0.016,
,,,0.007328,-0.016,
,,,0.007336,-0.016,
,,,0.007344,-0.016,
,,,0.007352,-0.016,
,,,0.00736,-0.016,
,,,0.0073679998,-0.024,
,,,0.007376,-0.024,
,,,0.007384,-0.024,
,,,0.007392,-0.024,
,,,0.0074,0.0,
,,,0.007408,-0.024,
,,,0.007416,-0.024,
,,,0.007424,-0.024,
,,,0.007432,-0.024,
,,,0.00744,-0.024,
,,,0.007448,-0.024,
,,,0.007456,-0.024,
,,,0.007464,-0.024,
,,,0.007472,-0.016,
,,,0.00748,-0.016,
,,,0.007488,-0.024,
,,,0.007496,-0.024,
,,,0.007504,-0.024,
,,,0.007512,-0.024,
,,,0.00752,-0.024,
,,,0.007528,-0.024,
,,,0.007536,-0.016,
,,,0.007544,-0.016,
,,,0.0075519998,-0.016,
,,,0.00756,-0.024,
,,,0.007568,-0.008,
,,,0.007576,-0.024,
,,,0.007584,-0.024,
,,,0.007592,-0.016,
,,,0.0076,-0.024,
,,,0.007608,-0.016,
,,,0.007616,-0.008,
,,,0.007624,-0.024,
,,,0.007632,-0.024,
,,,0.00764,-0.024,
,,,0.007648,-0.040000003,
,,,0.007656,-0.024,
,,,0.007664,-0.048,
,,,0.007672,-0.024,
,,,0.00768,-0.024,
,,,0.007688,-0.040000003,
,,,0.007696,-0.032,
,,,0.007704,-0.08400001,
